CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Total_Internet_Services,Total_Streaming,Total_Security,Extra_Charges,Price_per_Service,Total_to_Monthly_Ratio,Tenure_to_Monthly_Ratio,Monthly_to_Median_Ratio,Avg_Monthly_by_Contract,Diff_from_Contract_Monthly,Avg_Tenure_by_Contract,Diff_from_Contract_Tenure,Is_Full_Family,Is_Single_Senior,Is_Independent_Youth,Is_New_Customer,Is_Long_Term_Customer,Has_Internet_But_No_Service,Has_All_Services,Is_Auto_Payment,Risk_Fiber_MtM,Risk_Payment_Friction,Risk_High_Charge_MtM,Risk_No_TechSupport_Fiber,Tenure_Sq,Monthly_Charges_Sq,Tenure_x_Monthly
3071-MVJCD,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,No,0,60,4162,,5,1,4,-110.44999999999982,13.716666666666667,70.65795010231469,0.8748480103465358,1.1698649609097371,60.87237388724036,21.42762611275964,57.07181008902077,14.928189910979228,0,0,0,0,1,0,0,1,0,0,0,0,5184,6773.29,5925.599999999999
1697-BCSHV,1,United States,California,Guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,Female,No,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,No,0,70,6433,,2,1,1,96.00000000000045,22.266666666666666,59.43711685073101,0.8682633430743498,0.9495380241648899,66.39849032258064,0.40150967741935517,18.036645161290323,39.96335483870968,1,0,0,0,0,0,0,1,0,0,0,0,3364,4462.24,3874.3999999999996
0562-KBDVM,1,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,Female,No,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No,0,26,4442,,4,0,4,-63.84999999999991,8.92,68.56837027615016,1.56950637455014,0.6339729921819475,60.87237388724036,-16.272373887240356,57.07181008902077,12.928189910979228,0,0,0,0,1,0,0,1,0,0,0,0,4900,1989.16,3122.0
1131-SUEKT,1,United States,California,Hood,95639,"38.375325, -121.507935",38.375325,-121.507935,Male,No,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),98.45,6145.2,No,0,64,4000,,4,2,2,139.75,19.69,62.419495945201014,0.6196037968914375,1.3994314143567876,65.07941576086957,33.37058423913044,42.07336956521739,18.92663043478261,1,0,0,0,1,0,0,1,0,0,0,0,3721,9692.4025,6005.45
3717-OEAUQ,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.7,129.2,No,0,38,2388,,0,0,0,-12.200000000000017,70.7,1.8274396283678034,0.028288539138820488,1.0049751243781095,66.39849032258064,4.301509677419361,18.036645161290323,-16.036645161290323,0,0,0,1,0,1,0,0,1,0,1,1,4,4998.490000000001,141.4
4538-WNTMJ,1,United States,California,Isleton,95641,"38.154823, -121.601358",38.154823,-121.601358,Female,No,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.95,1165.9,No,0,58,3979,,0,0,0,18.200000000000045,24.95,46.72944018860113,1.8436866357969397,0.35465529495380244,65.07941576086957,-40.12941576086956,42.07336956521739,3.9266304347826093,0,0,0,0,0,0,0,0,0,0,0,0,2116,622.5024999999999,1147.7
9432-RUVSL,1,United States,California,Kirkwood,95646,"38.631489, -120.015167",38.631489,-120.015167,Female,No,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,No,0,75,3262,,5,2,3,-15.75,17.083333333333332,47.84633679547934,0.4682926372397427,1.4570007107320542,60.87237388724036,41.62762611275964,57.07181008902077,-9.071810089020772,0,0,0,0,0,0,0,1,0,0,0,0,2304,10506.25,4920.0
8060-HIWJJ,1,United States,California,Lincoln,95648,"38.922812, -121.312005",38.922812,-121.312005,Male,No,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.55,5632.55,No,0,57,4934,,5,2,3,93.35000000000036,14.424999999999999,65.07855978295092,0.7394568758570912,1.2302771855010661,60.87237388724036,25.67762611275964,57.07181008902077,6.928189910979228,0,0,0,0,1,0,0,1,0,0,0,0,4096,7490.902499999999,5539.2
7684-XSZIY,1,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.3,1643.25,No,0,43,5160,,0,0,0,-106.35000000000014,24.3,67.62342896155187,2.9629617436371425,0.3454157782515992,60.87237388724036,-36.57237388724036,57.07181008902077,14.928189910979228,1,0,0,0,1,0,0,1,0,0,0,0,5184,590.49,1749.6000000000001
9089-UOWJG,1,United States,California,Lotus,95651,"38.815515, -120.916997",38.815515,-120.916997,Female,No,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,No,0,29,5068,,2,1,1,40.34999999999991,19.45,12.691514534444808,0.2056554917471308,0.8294243070362475,66.39849032258064,-8.04849032258064,18.036645161290323,-6.036645161290323,1,0,0,0,0,0,0,1,0,0,0,0,144,3404.7225000000003,700.2
8039-ACLPL,1,United States,California,Mather,95655,"38.549822, -121.266725",38.549822,-121.266725,Female,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),68.75,4888.2,No,0,52,4505,,4,1,3,-61.80000000000018,13.75,71.10108056711555,1.047272574942171,0.9772565742714997,60.87237388724036,7.877626112759643,57.07181008902077,14.928189910979228,0,0,0,0,1,0,0,1,0,0,0,0,5184,4726.5625,4950.0
9885-AIBVB,1,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.15918,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.8,2440.25,No,0,70,2568,,2,0,2,-47.94999999999982,28.599999999999998,28.44113887632414,0.33799529860194655,1.2196162046908317,66.39849032258064,19.401509677419355,18.036645161290323,10.963354838709677,0,0,0,0,0,0,0,0,1,1,1,1,841,7361.639999999999,2488.2
1934-MKPXS,1,United States,California,Nicolaus,95659,"38.788898, -121.608624",38.788898,-121.608624,Male,No,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,No,0,59,3636,,0,0,0,-42.750000000000114,20.1,30.873118968597524,1.6417902279650607,0.28571428571428575,65.07941576086957,-44.979415760869564,42.07336956521739,-9.07336956521739,0,0,0,0,0,0,0,1,0,0,0,0,1089,404.01000000000005,663.3000000000001
2592-YKDIF,1,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295,-121.388251,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,20.35,No,0,72,5774,,0,0,0,0.0,20.35,0.9999995085997501,0.04914002499261671,0.28926794598436395,66.39849032258064,-46.04849032258064,18.036645161290323,-17.036645161290323,0,0,0,1,0,0,0,0,0,0,0,0,1,414.12250000000006,20.35
2272-JKMSI,1,United States,California,Roseville,95661,"38.736685, -121.251984",38.736685,-121.251984,Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.8,6840.95,No,0,49,4306,,5,2,3,-28.649999999999636,18.466666666666665,61.741420420449415,0.559566736501197,1.5749822316986497,65.07941576086957,45.72058423913043,42.07336956521739,19.92663043478261,1,0,0,0,1,0,0,0,0,1,0,0,3844,12276.64,6869.599999999999
8714-CTZJW,1,United States,California,Pilot Hill,95664,"38.803731, -121.043799",38.803731,-121.043799,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.85,319.6,No,0,80,3154,,2,1,1,-11.799999999999955,27.616666666666664,3.857573463177615,0.048280018312610945,1.1776830135039091,66.39849032258064,16.451509677419352,18.036645161290323,-14.036645161290323,0,0,0,1,0,0,0,1,1,0,1,1,16,6864.1224999999995,331.4
3569-EDBPQ,1,United States,California,Pine Grove,95665,"38.400264, -120.641274",38.400264,-120.641274,Female,No,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,No,0,31,2198,,2,0,2,-86.34999999999991,28.116666666666664,22.97628654697255,0.2845287155271232,1.199004975124378,66.39849032258064,17.951509677419352,18.036645161290323,5.963354838709677,0,0,0,0,0,0,0,0,1,1,1,0,576,7114.922499999999,2024.3999999999999
3131-NWVFJ,1,United States,California,Pioneer,95666,"38.546999, -120.271114",38.546999,-120.271114,Female,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,294.5,No,0,47,5620,,0,0,0,20.80000000000001,19.55,15.063930913590326,0.7161121656715265,0.27789623312011374,65.07941576086957,-45.52941576086957,42.07336956521739,-28.07336956521739,0,0,0,0,0,0,0,0,0,0,0,0,196,382.20250000000004,273.7
7521-YXVZY,1,United States,California,Placerville,95667,"38.733714, -120.795213",38.733714,-120.795213,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.3,No,0,77,4430,,0,0,0,-1.5499999999999972,19.95,2.9223042995968425,0.1503758644732509,0.2835820895522388,66.39849032258064,-46.44849032258064,18.036645161290323,-15.036645161290323,0,0,0,1,0,0,0,0,0,0,0,0,9,398.0025,59.849999999999994
2373-NTKOD,1,United States,California,Rancho Cordova,95670,"38.602723, -121.279913",38.602723,-121.279913,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,0,60,3026,,2,2,0,16.450000000000045,22.083333333333332,8.24830064176594,0.12075469875400772,0.941719971570718,66.39849032258064,-0.148490322580642,18.036645161290323,-10.036645161290323,0,0,0,0,0,0,0,0,0,1,0,0,64,4389.0625,530.0
1970-KKFWL,1,United States,California,Rescue,95672,"38.724322, -120.991237",38.724322,-120.991237,Female,No,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.3,797.1,No,0,78,2416,,0,0,0,-18.399999999999977,23.3,34.21028574665848,1.5021452780492368,0.33120113717128646,60.87237388724036,-37.57237388724036,57.07181008902077,-22.071810089020772,0,0,0,0,0,0,0,1,0,0,0,0,1225,542.89,815.5
9337-SRRNI,1,United States,California,Rio Oso,95674,"38.954144, -121.482536",38.954144,-121.482536,Male,No,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,No,0,56,6019,,0,0,0,4.0,25.3,66.15807661736102,2.60869462106932,0.3596304193319119,60.87237388724036,-35.57237388724036,57.07181008902077,8.928189910979228,0,0,0,0,1,0,0,1,0,0,0,0,4356,640.09,1669.8
0895-UADGO,1,United States,California,River Pines,95675,"38.545775, -120.743325",38.545775,-120.743325,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,No,0,66,5489,,3,1,2,-12.949999999999989,11.1375,7.709313645496375,0.1795734725985471,0.6332622601279317,60.87237388724036,-16.32237388724036,57.07181008902077,-49.07181008902077,0,0,0,0,0,0,0,0,0,0,0,0,64,1984.7024999999996,356.4
5678-VFNEQ,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973,Female,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,No,0,45,4695,,4,2,2,21.150000000000546,20.82,71.20316318893725,0.6820364378447226,1.4797441364605544,65.07941576086957,39.02058423913043,42.07336956521739,28.92663043478261,0,0,0,0,1,0,0,1,0,0,0,1,5041,10836.81,7391.099999999999
5977-CKHON,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,No,0,37,3853,,2,1,1,59.34999999999991,30.849999999999998,43.641270271067505,0.46461367211089444,1.3155650319829424,66.39849032258064,26.151509677419355,18.036645161290323,24.963354838709677,1,0,0,0,0,0,0,1,1,0,1,1,1849,8565.502499999999,3979.65
2692-BUCFV,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092,Male,Yes,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,No,0,76,5285,,4,2,2,6.549999999999727,20.29,29.064560959629276,0.28585507285805095,1.4420753375977258,66.39849032258064,35.05150967741936,18.036645161290323,10.963354838709677,0,0,0,0,0,0,0,1,1,0,1,1,841,10292.1025,2942.05
1830-GGFNM,1,United States,California,Somerset,95684,"38.606703, -120.586659",38.606703,-120.586659,Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),94.55,6078.75,No,0,36,4603,,4,0,4,-67.0,18.91,64.2913734223825,0.6874668759950422,1.343994314143568,60.87237388724036,33.67762611275964,57.07181008902077,7.928189910979228,1,0,0,0,1,0,0,1,0,0,0,0,4225,8939.7025,6145.75
5302-BDJNT,1,United States,California,Sutter Creek,95685,"38.432145, -120.77069",38.432145,-120.77069,Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,95.5,3418.2,No,0,27,3715,,3,1,2,75.69999999999982,23.875,35.79266640914488,0.36649210822072165,1.3574982231698651,66.39849032258064,29.101509677419358,18.036645161290323,16.963354838709677,0,0,0,0,0,0,0,0,1,0,1,0,1225,9120.25,3342.5
5223-UZAVK,1,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,Male,No,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.3,6603.8,No,0,77,4986,,4,2,2,184.60000000000036,20.06,65.84047199995294,0.6380856791539702,1.4257285003553661,65.07941576086957,35.22058423913043,42.07336956521739,21.92663043478261,0,0,0,0,1,0,0,1,0,0,0,1,4096,10060.09,6419.2
4859-ZSRDZ,1,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,Female,No,Yes,No,58,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),55.5,3166.9,No,0,69,4080,,4,2,2,-52.09999999999991,11.1,57.06125097995478,1.0450448567486743,0.7889125799573561,60.87237388724036,-5.372373887240357,57.07181008902077,0.9281899109792278,0,0,0,0,0,0,0,1,0,0,0,0,3364,3080.25,3219.0
5651-WYIPH,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,Female,Yes,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,No,0,71,3283,,1,0,1,-31.550000000000068,24.925,17.367097820040556,0.3610831773153104,0.7085998578535893,66.39849032258064,-16.54849032258064,18.036645161290323,-0.03664516129032336,0,0,0,0,0,0,0,1,0,0,0,0,324,2485.0225,897.3000000000001
9350-VLHMB,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,No,0,45,6111,,2,1,1,373.2500000000009,29.849999999999998,71.1680545875986,0.7481852877515033,1.2729211087420043,66.39849032258064,23.151509677419355,18.036645161290323,48.96335483870968,1,0,0,0,1,0,0,1,1,0,1,1,4489,8019.202499999999,5999.849999999999
3498-LZGQZ,1,United States,California,Walnut Grove,95690,"38.240419, -121.587535",38.240419,-121.587535,Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.15,1177.05,No,0,38,6373,,0,0,0,-29.399999999999864,19.15,61.46471986176509,3.2898155144566505,0.27221037668798864,60.87237388724036,-41.72237388724036,57.07181008902077,5.928189910979228,1,0,0,0,1,0,0,0,0,0,0,0,3969,366.72249999999997,1206.4499999999998
8785-CJSHH,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,No,0,38,6213,,3,2,1,-2.25,24.95,59.97744890005522,0.6012023445689033,1.4186211798152097,66.39849032258064,33.401509677419355,18.036645161290323,41.96335483870968,0,0,0,0,1,0,0,0,1,1,1,1,3600,9960.039999999999,5988.0
3870-SPZSI,1,United States,California,Wilton,95693,"38.392559, -121.225093",38.392559,-121.225093,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.05,7869.05,No,0,54,4203,,6,2,4,-44.44999999999982,16.15,69.606804988341,0.6191949916678469,1.6069651741293534,60.87237388724036,52.17762611275964,57.07181008902077,12.928189910979228,1,0,0,0,1,0,1,1,0,0,0,0,4900,12780.3025,7913.5
7560-QRBXH,1,United States,California,Woodland,95695,"38.71967, -121.862416",38.71967,-121.862416,Female,No,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,936.7,No,0,21,3396,,0,0,0,-20.899999999999864,19.95,46.95235741736471,2.4060138315720145,0.2835820895522388,65.07941576086957,-45.12941576086956,42.07336956521739,5.926630434782609,0,0,0,0,0,0,0,0,0,0,0,0,2304,398.0025,957.5999999999999
7077-XJMET,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,Male,No,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,No,0,52,5426,,4,2,2,-148.4000000000001,14.830000000000002,9.9986500338975,0.16183409820173994,1.0540156361051884,66.39849032258064,7.751509677419364,18.036645161290323,-6.036645161290323,0,0,0,0,0,0,0,0,0,1,1,0,144,5498.222500000001,889.8000000000001
8752-GHJFU,1,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,Male,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.0,6585.2,No,0,66,4322,,4,0,4,53.19999999999982,18.4,71.57825308932031,0.7717390465501036,1.3077469793887706,65.07941576086957,26.920584239130434,42.07336956521739,28.92663043478261,0,0,0,0,1,0,0,0,0,1,0,0,5041,8464.0,6532.0
6896-SRVYQ,1,United States,California,Camino,95709,"38.748316, -120.675512",38.748316,-120.675512,Male,Yes,No,No,44,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,3122.4,No,0,48,4374,,1,0,1,-126.99999999999955,36.925,42.28029217599294,0.5958022212860906,1.0497512437810945,66.39849032258064,7.451509677419352,18.036645161290323,25.963354838709677,0,0,0,0,0,0,0,0,1,0,1,1,1936,5453.822499999999,3249.3999999999996
4652-ODEVH,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679,Male,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.45,1088.25,No,0,57,3586,,0,0,0,-12.0,24.45,44.5091842498224,1.8404900447893477,0.3475479744136461,60.87237388724036,-36.422373887240354,57.07181008902077,-12.071810089020772,1,0,0,0,0,0,0,0,0,0,0,0,2025,597.8025,1100.25
6510-UPNKS,1,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,Female,No,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,615.35,No,0,46,4402,,0,0,0,44.950000000000045,24.8,24.812489994963713,0.9274189808794432,0.35252309879175553,65.07941576086957,-40.27941576086957,42.07336956521739,-19.07336956521739,0,0,0,0,0,0,0,1,0,0,0,0,529,615.0400000000001,570.4
6718-BDGHG,1,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404,Female,No,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.85,2908.2,No,0,72,4000,,2,1,1,119.65000000000009,21.616666666666664,44.84502007015882,0.663068517645564,0.92181947405828,65.07941576086957,-0.22941576086957127,42.07336956521739,0.9266304347826093,0,0,0,0,0,0,0,1,0,0,0,0,1849,4205.522499999999,2788.5499999999997
9046-DQMTP,1,United States,California,Kyburz,95720,"38.766036, -120.209673",38.766036,-120.209673,Male,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,739.9,No,0,75,5876,,0,0,0,13.649999999999977,20.75,35.65781414081246,1.6867461750620842,0.294953802416489,66.39849032258064,-45.64849032258064,18.036645161290323,16.963354838709677,0,0,0,0,0,0,0,1,0,0,0,0,1225,430.5625,726.25
6439-LAJXL,1,United States,California,Echo Lake,95721,"38.851842, -120.076204",38.851842,-120.076204,Male,No,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,No,0,29,2452,,4,1,3,-26.700000000000045,13.790000000000001,8.61276162251463,0.13052935017703404,0.9800995024875623,66.39849032258064,2.551509677419361,18.036645161290323,-9.036645161290323,0,0,0,0,0,0,0,0,0,0,0,0,81,4754.1025,620.5500000000001
9052-VKDUW,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.453416,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.4,7227.45,No,0,39,4452,,5,2,3,116.44999999999982,18.233333333333334,66.06443637436595,0.594149854282463,1.555081734186212,66.39849032258064,43.001509677419364,18.036645161290323,46.96335483870968,0,0,0,0,1,0,0,1,1,0,1,1,4225,11968.36,7111.0
1666-JZPZT,1,United States,California,Twin Bridges,95735,"38.805481, -120.13287",38.805481,-120.13287,Male,No,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.0,1291.35,No,0,51,5428,,0,0,0,-31.65000000000009,49.0,26.354076254270147,0.5510202957101437,0.6965174129353234,66.39849032258064,-17.398490322580642,18.036645161290323,8.963354838709677,0,0,0,0,0,1,0,0,0,0,0,0,729,2401.0,1323.0
5777-KJIRB,1,United States,California,Weimar,95736,"39.00978, -120.978273",39.00978,-120.978273,Female,No,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,No,0,25,2449,,1,0,1,13.549999999999955,25.125,40.26964372743408,0.7960197420856234,0.7142857142857143,65.07941576086957,-14.829415760869566,42.07336956521739,-2.0733695652173907,0,0,0,0,0,0,0,0,0,0,0,0,1600,2525.0625,2010.0
7677-SJJJK,1,United States,California,Granite Bay,95746,"38.749466, -121.184196",38.749466,-121.184196,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,No,0,29,3152,,0,0,0,-5.25,19.9,7.736177016996474,0.4020098482362572,0.2828713574982232,65.07941576086957,-45.17941576086957,42.07336956521739,-34.07336956521739,0,0,0,0,0,0,0,1,0,0,0,0,64,396.00999999999993,159.2
2480-EJWYP,1,United States,California,Roseville,95747,"38.784329, -121.373245",38.784329,-121.373245,Female,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.8,5458.8,No,0,23,6019,,3,2,1,-213.59999999999945,24.45,55.815945213093535,0.5930469741260762,1.3901918976545844,65.07941576086957,32.72058423913043,42.07336956521739,15.92663043478261,0,0,0,0,0,0,0,1,0,0,0,1,3364,9564.84,5672.4
3253-HKOKL,1,United States,California,Elk Grove,95758,"38.35363, -121.44195",38.35363,-121.44195,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,No,0,29,4811,,4,2,2,28.850000000000364,20.06,52.28763187560998,0.5184446143126008,1.4257285003553661,65.07941576086957,35.22058423913043,42.07336956521739,9.92663043478261,1,0,0,0,0,0,0,0,0,0,0,1,2704,10060.09,5215.599999999999
7055-HNEOJ,1,United States,California,El Dorado Hills,95762,"38.684437, -121.055634",38.684437,-121.055634,Male,No,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,55.8,154.55,No,0,48,2662,,2,0,2,-12.849999999999966,18.599999999999998,2.7697127652844507,0.05376343122519154,0.7931769722814499,66.39849032258064,-10.598490322580645,18.036645161290323,-15.036645161290323,0,0,0,1,0,0,0,0,0,0,0,0,9,3113.64,167.39999999999998
5514-YQENT,1,United States,California,Rocklin,95765,"38.823278, -121.281856",38.823278,-121.281856,Male,No,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,No,0,32,5038,,6,2,4,-50.00000000000091,15.87857142857143,40.55015379665732,0.3688708619999224,1.5799573560767592,60.87237388724036,50.27762611275965,57.07181008902077,-16.071810089020772,0,0,0,0,0,0,1,0,0,1,0,0,1681,12354.322500000002,4557.150000000001
3211-AAPKX,1,United States,California,Woodland,95776,"38.694081, -121.694431",38.694081,-121.694431,Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,98.55,2031.95,No,0,42,3300,,3,2,1,60.950000000000045,24.6375,20.61846569066812,0.20294264810323207,1.4008528784648189,66.39849032258064,32.151509677419355,18.036645161290323,1.9633548387096766,0,0,0,0,0,0,0,0,1,0,1,0,400,9712.102499999999,1971.0
8445-DNBAE,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Male,No,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,No,0,61,5523,,0,0,0,0.0,50.05,0.99999980019984,0.019980015988008793,0.7114427860696517,66.39849032258064,-16.348490322580645,18.036645161290323,-17.036645161290323,0,0,0,1,0,1,0,0,0,1,0,0,1,2505.0024999999996,50.05
