City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,TotalServices,AvgCost,ContractScore,LoyaltyScore,ChargeDensity,ChargePerTenure,MonthlyToTotal,IsFiber,SecurityServices,StreamingCount,StreamRatio,AutoPay,IsElecCheck,HighRiskFlag,Is_High_Risk_Combo,IsMonthToMonth,LowTenureHighCharge,NoProtection,SeniorAlone,TenureContractRatio,Value_Score,Contract_Risk,Payment_Risk,Spent_Intensity,Tenure_Group
Scotts Valley,95066,37.070177,-122.010077,0,0,1,1,69,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,0,Bank transfer (automatic),84.45,5848.6,0,5,14.075000000000001,1,138,83.55142857142857,1.2064285714285714,0.014436884573304156,1,2,0,0.0,1,0,0,0,0,0,0,0,34.5,0.023405500292568753,1,0,83.55142857142857,Loyal(49~)
Saratoga,95070,37.257772,-122.051824,1,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,109.8,0,1,10.125,0,5,18.3,3.375,0.18276173285198558,0,0,0,0.0,0,0,0,0,1,0,0,0,5.0,0.0,2,0,18.3,New(0~12)
Soquel,95073,37.023669,-121.946461,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.65,19.65,0,1,9.825,0,1,9.825,9.825,0.9515738498789347,0,0,0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,2,0,9.825,New(0~12)
Watsonville,95076,36.931654,-121.752383,1,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.65,595.5,0,1,10.325,1,52,22.055555555555557,0.7648148148148147,0.034618608549874266,0,0,0,0.0,1,0,0,0,0,0,0,0,13.0,0.0,1,0,22.055555555555557,Stable(25~48)
San Jose,95111,37.284265,-121.827673,1,0,0,0,25,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),99.3,2513.5,0,6,14.185714285714285,2,75,96.67307692307692,3.819230769230769,0.03949095247564128,1,2,2,0.2857142857142857,1,0,0,0,0,0,0,0,8.333333333333334,0.019940179461615155,0,0,96.67307692307692,Stable(25~48)
San Jose,95112,37.343827,-121.883119,1,0,1,1,64,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,81.05,5135.35,0,4,16.21,0,64,79.00538461538463,1.2469230769230768,0.01577968791067587,1,2,0,0.0,0,1,0,1,1,0,0,0,64.0,0.02437538086532602,2,1,79.00538461538463,Loyal(49~)
San Jose,95113,37.333851,-121.891147,1,0,1,1,30,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,67.6,2000.2,0,7,8.45,0,30,64.5225806451613,2.1806451612903226,0.033779732160703575,0,4,0,0.0,0,1,0,0,1,0,0,0,30.0,0.05830903790087464,2,1,64.5225806451613,Stable(25~48)
San Jose,95116,37.350284,-121.852855,1,0,0,0,13,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,931.75,0,2,23.383333333333336,0,13,66.55357142857143,5.010714285714286,0.07520771911015814,1,0,0,0.0,0,1,1,1,1,0,1,0,13.0,0.0,2,1,66.55357142857143,Watch(13~24)
San Jose,95117,37.311088,-121.961786,0,0,1,0,64,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,115.0,7396.15,0,9,11.5,1,128,113.78692307692307,1.7692307692307692,0.01554652805472378,1,4,2,0.2,0,1,0,0,0,0,0,0,32.0,0.034482758620689655,1,1,113.78692307692307,Loyal(49~)
San Jose,95118,37.255479,-121.889838,0,0,0,1,46,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),84.8,3958.85,0,5,14.133333333333333,0,46,84.23085106382979,1.804255319148936,0.021414952586587876,1,2,0,0.0,1,0,0,1,1,0,0,0,46.0,0.023310023310023312,2,0,84.23085106382979,Stable(25~48)
San Jose,95119,37.233226,-121.78809,0,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.7,260.9,0,1,9.85,1,24,20.069230769230767,1.5153846153846153,0.07521954944635358,0,0,0,0.0,0,0,0,0,0,0,0,0,6.0,0.0,1,0,20.069230769230767,New(0~12)
San Jose,95122,37.32886,-121.834567,0,0,1,1,13,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,63.15,816.8,0,5,10.525,0,13,58.34285714285714,4.510714285714285,0.07721936903888482,0,2,1,0.16666666666666666,0,0,0,0,1,0,0,0,13.0,0.031176929072486356,2,0,58.34285714285714,Watch(13~24)
San Jose,95123,37.238758,-121.828375,0,0,1,1,67,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),74.0,4868.4,0,7,9.25,2,201,71.59411764705882,1.088235294117647,0.015196944182034749,0,3,1,0.125,1,0,0,0,0,0,0,0,22.333333333333332,0.04,0,0,71.59411764705882,Loyal(49~)
San Jose,95124,37.257063,-121.923037,1,0,1,0,24,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,29.1,688.0,0,2,9.700000000000001,0,24,27.52,1.1640000000000001,0.04223512336719884,0,1,0,0.0,0,1,0,0,1,0,0,0,24.0,0.03322259136212624,2,1,27.52,Watch(13~24)
San Jose,95125,37.294926,-121.894763,1,0,0,0,6,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,50.05,288.35,0,3,12.5125,0,6,41.19285714285714,7.1499999999999995,0.172973907033005,0,1,0,0.0,0,0,0,0,1,0,1,0,6.0,0.019588638589618023,2,0,41.19285714285714,New(0~12)
San Jose,95128,37.316146,-121.936285,1,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,185.4,0,1,10.0,0,10,16.854545454545455,1.8181818181818181,0.1072961373390558,0,0,0,0.0,0,1,0,0,1,0,0,0,10.0,0.0,2,1,16.854545454545455,New(0~12)
San Jose,95129,37.305622,-122.000887,0,0,0,0,13,1,No,Fiber optic,No,Yes,No,No,No,No,One year,1,Mailed check,74.65,966.25,0,3,18.6625,1,26,69.01785714285714,5.332142857142857,0.0771775652623417,1,1,0,0.0,0,0,1,0,0,0,0,0,6.5,0.013218770654329146,1,0,69.01785714285714,Watch(13~24)
San Jose,95132,37.424655,-121.74841,1,1,0,0,7,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,44.4,265.8,0,4,8.879999999999999,0,7,33.225,5.55,0.1664167916041979,0,2,1,0.2,0,1,0,0,1,0,0,1,7.0,0.04405286343612335,2,1,33.225,New(0~12)
San Jose,95133,37.371862,-121.860349,1,0,1,1,38,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.4,3297.0,0,8,9.488888888888889,2,114,84.53846153846153,2.18974358974359,0.025894481503941785,0,3,2,0.2222222222222222,1,0,0,0,0,0,0,0,12.666666666666666,0.03472222222222222,0,0,84.53846153846153,Stable(25~48)
San Jose,95134,37.42765,-121.945416,0,0,1,0,43,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,94.1,4107.3,0,6,13.442857142857141,0,43,93.34772727272728,2.1386363636363637,0.022904851154978943,1,2,1,0.14285714285714285,0,1,0,1,1,0,0,0,43.0,0.02103049421661409,2,1,93.34772727272728,Stable(25~48)
San Jose,95136,37.270938,-121.851046,0,0,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.9,2809.05,0,8,12.100000000000001,2,75,108.04038461538462,4.188461538461539,0.03875375882991406,1,3,2,0.2222222222222222,0,1,0,0,0,0,0,0,8.333333333333334,0.0272975432211101,0,1,108.04038461538462,Stable(25~48)
San Jose,95138,37.246064,-121.749494,1,0,0,1,27,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,56.2,1567.55,0,4,11.24,1,54,55.98392857142857,2.007142857142857,0.03582926907016034,0,2,0,0.0,0,0,0,0,0,0,0,0,13.5,0.03496503496503496,1,0,55.98392857142857,Stable(25~48)
San Jose,95139,37.218705,-121.762429,1,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.1,1851.45,0,2,8.700000000000001,2,216,25.362328767123287,0.3575342465753425,0.014089449107938136,0,0,0,0.0,0,0,0,0,0,0,0,0,24.0,0.0,0,0,25.362328767123287,Loyal(49~)
Mount Hamilton,95140,37.382909,-121.634151,1,0,0,1,71,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),85.45,6028.95,0,5,14.241666666666667,1,142,83.73541666666667,1.1868055555555557,0.01417093010721482,1,2,0,0.0,1,0,0,0,0,0,0,0,35.5,0.02313475997686524,1,0,83.73541666666667,Loyal(49~)
San Jose,95148,37.339533,-121.777179,0,0,0,0,24,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),88.95,2072.75,0,5,14.825000000000001,0,24,82.91,3.5580000000000003,0.04289330922242315,1,1,1,0.16666666666666666,1,0,1,1,1,0,0,0,24.0,0.011117287381878822,2,0,82.91,Watch(13~24)
Stockton,95203,37.954089,-121.329761,1,0,0,0,57,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),74.35,4317.35,0,6,10.62142857142857,2,171,74.43706896551724,1.2818965517241379,0.017217224171269117,0,2,2,0.2857142857142857,1,0,0,0,0,0,0,0,19.0,0.026542800265428004,0,0,74.43706896551724,Loyal(49~)
Stockton,95204,37.974498,-121.319568,0,0,0,0,15,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,48.85,736.8,0,3,12.2125,0,15,46.05,3.053125,0.06621035510978586,0,1,0,0.0,0,1,0,0,1,0,0,0,15.0,0.020060180541624874,2,1,46.05,Watch(13~24)
Stockton,95205,37.965695,-121.260051,1,0,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.1,336.15,0,4,16.02,0,4,67.22999999999999,16.02,0.23757971229423105,1,1,0,0.0,0,1,0,1,1,1,1,0,4.0,0.012330456226880395,2,1,67.22999999999999,New(0~12)
Stockton,95206,37.902422,-121.440029,0,0,0,0,28,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,56.05,1522.65,0,4,11.209999999999999,0,28,52.505172413793105,1.932758620689655,0.036786663603846026,0,2,0,0.0,0,1,0,0,1,0,0,0,28.0,0.035056967572304996,2,1,52.505172413793105,Stable(25~48)
Stockton,95209,38.044523,-121.348048,0,0,1,0,55,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.8,4959.6,0,5,14.966666666666667,0,55,88.56428571428572,1.6035714285714284,0.018102648873120186,1,1,1,0.16666666666666666,1,0,0,1,1,0,1,0,55.0,0.011013215859030838,2,0,88.56428571428572,Loyal(49~)
Stockton,95215,37.946282,-121.139499,1,0,0,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.1,1001.5,0,1,9.55,1,110,17.883928571428573,0.3410714285714286,0.019052369077306733,0,0,0,0.0,1,0,0,0,0,0,0,0,27.5,0.0,1,0,17.883928571428573,Loyal(49~)
Stockton,95219,38.029729,-121.387999,0,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,442.6,0,1,10.175,0,20,21.076190476190476,0.9690476190476192,0.04587466185752931,0,0,0,0.0,0,0,0,0,1,0,0,0,20.0,0.0,2,0,21.076190476190476,Watch(13~24)
Acampo,95220,38.200231,-121.235034,0,0,1,1,62,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),106.05,6703.5,0,7,13.25625,1,124,106.4047619047619,1.6833333333333333,0.01581773435752107,1,2,2,0.25,1,0,0,0,0,0,0,0,31.0,0.018682858477347034,1,0,106.4047619047619,Loyal(49~)
Arnold,95223,38.32153,-120.236358,0,0,0,0,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.65,779.25,0,1,9.825,2,129,17.710227272727273,0.44659090909090904,0.025184235821851968,0,0,0,0.0,1,0,0,0,0,0,0,0,14.333333333333334,0.0,0,0,17.710227272727273,Stable(25~48)
Burson,95225,38.183918,-120.898817,0,0,1,0,60,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),59.85,3483.45,0,5,9.975,2,180,57.10573770491803,0.9811475409836066,0.017176311900012915,0,3,0,0.0,1,0,0,0,0,0,0,0,20.0,0.049301561216105176,0,0,57.10573770491803,Loyal(49~)
Campo Seco,95226,38.233879,-120.861666,1,0,1,0,58,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,86.1,4890.5,0,8,9.566666666666666,2,174,82.88983050847457,1.459322033898305,0.01760196258816314,0,3,2,0.2222222222222222,0,1,0,0,0,0,0,0,19.333333333333332,0.034443168771526984,0,1,82.88983050847457,Loyal(49~)
Clements,95227,38.227285,-121.02789,1,0,0,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,136.75,0,1,9.725,1,14,17.09375,2.43125,0.1411978221415608,0,0,0,0.0,0,0,0,0,0,0,0,0,3.5,0.0,1,0,17.09375,New(0~12)
Copperopolis,95228,37.943954,-120.67108,1,0,1,1,2,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,97.1,184.15,0,5,16.183333333333334,0,2,61.38333333333333,32.36666666666667,0.5244396435322711,1,1,2,0.3333333333333333,0,1,0,1,1,1,1,0,2.0,0.010193679918450561,2,1,61.38333333333333,New(0~12)
Farmington,95230,37.956963,-120.863055,1,1,0,0,37,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,36.65,1315.0,0,3,9.1625,0,37,34.60526315789474,0.9644736842105263,0.02784954407294833,0,2,0,0.0,0,1,0,0,1,0,0,1,37.0,0.05312084993359894,2,1,34.60526315789474,Stable(25~48)
French Camp,95231,37.873283,-121.292034,0,1,1,1,65,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),103.9,6767.1,0,7,12.9875,1,130,102.53181818181818,1.5742424242424242,0.015351428022635599,1,2,2,0.25,1,0,0,0,0,0,0,0,32.5,0.019065776930409912,1,0,102.53181818181818,Loyal(49~)
Glencoe,95232,38.358464,-120.579304,0,0,1,1,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,757.95,0,1,9.875,2,117,18.94875,0.49375,0.026022794650503986,0,0,0,0.0,0,0,0,0,0,0,0,0,13.0,0.0,0,0,18.94875,Stable(25~48)
Linden,95236,38.047746,-121.030499,1,0,0,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.55,1657.4,0,2,8.183333333333334,2,204,24.020289855072466,0.3557971014492754,0.014803424987940184,0,0,0,0.0,0,0,0,0,0,0,0,0,22.666666666666668,0.0,0,0,24.020289855072466,Loyal(49~)
Lockeford,95237,38.166791,-121.14207,0,0,1,1,62,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),48.7,3008.55,0,5,8.116666666666667,2,186,47.75476190476191,0.773015873015873,0.01618182120250536,0,3,1,0.16666666666666666,1,0,0,0,0,0,0,0,20.666666666666668,0.060362173038229376,0,0,47.75476190476191,Loyal(49~)
Lodi,95242,38.128087,-121.4078,0,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,109.55,8165.1,0,8,12.172222222222222,2,216,111.85068493150685,1.5006849315068493,0.013415216566047439,1,3,2,0.2222222222222222,0,1,0,0,0,0,0,0,24.0,0.027137042062415198,0,1,111.85068493150685,Loyal(49~)
Mokelumne Hill,95245,38.304194,-120.592431,0,0,1,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,875.55,0,1,10.325,2,123,20.84642857142857,0.49166666666666664,0.02355826821059837,0,0,0,0.0,1,0,0,0,0,0,0,0,13.666666666666666,0.0,0,0,20.84642857142857,Stable(25~48)
Murphys,95247,38.147852,-120.440124,0,0,0,0,4,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.2,220.65,0,4,11.040000000000001,0,4,44.13,11.040000000000001,0.24904128129934583,0,2,0,0.0,0,1,0,0,1,0,0,0,4.0,0.03558718861209964,2,1,44.13,New(0~12)
San Andreas,95249,38.196497,-120.61689,1,0,0,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.05,1301.9,0,2,8.016666666666667,1,106,24.10925925925926,0.44537037037037036,0.01845882262644869,0,0,0,0.0,1,0,0,0,0,0,0,0,26.5,0.0,1,0,24.10925925925926,Loyal(49~)
Valley Springs,95252,38.156971,-120.849231,1,0,1,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.45,790.0,0,1,10.225,2,117,19.75,0.51125,0.025853350189633376,0,0,0,0.0,1,0,0,0,0,0,0,0,13.0,0.0,0,0,19.75,Stable(25~48)
Wallace,95254,38.192608,-120.957842,1,0,1,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,1237.65,0,1,9.625,2,189,19.33828125,0.30078125,0.015541113308844305,0,0,0,0.0,0,0,0,0,0,0,0,0,21.0,0.0,0,0,19.33828125,Loyal(49~)
West Point,95255,38.41935,-120.469545,1,0,0,0,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.35,378.6,0,2,8.783333333333333,0,15,23.6625,1.646875,0.06941517386722866,0,0,0,0.0,0,1,0,0,1,0,0,0,15.0,0.0,2,1,23.6625,Watch(13~24)
Wilseyville,95257,38.392686,-120.415951,0,0,1,0,13,1,No,DSL,No,No,No,No,No,No,One year,0,Electronic check,43.8,592.65,0,2,14.6,1,26,42.332142857142856,3.1285714285714286,0.07378084730059799,0,0,0,0.0,0,1,0,0,0,0,1,0,6.5,0.0,1,1,42.332142857142856,Watch(13~24)
Woodbridge,95258,38.169605,-121.310964,1,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,50.15,50.15,0,3,12.5375,0,1,25.075,25.075,0.9804496578690127,0,1,0,0.0,0,0,0,0,1,0,0,0,1.0,0.019550342130987292,2,0,25.075,New(0~12)
Atwater,95301,37.321233,-120.656354,1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.45,20.45,0,1,10.225,2,3,10.225,10.225,0.9533799533799534,0,0,0,0.0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0,0,10.225,New(0~12)
Big Oak Flat,95305,37.818589,-120.256995,1,0,0,0,60,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,61.4,3638.25,0,5,10.233333333333333,2,180,59.64344262295082,1.0065573770491802,0.01687160816102219,0,3,0,0.0,0,1,0,0,0,0,0,0,20.0,0.04807692307692308,0,1,59.64344262295082,Loyal(49~)
Ceres,95307,37.553469,-120.952825,1,0,1,0,40,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),70.75,2921.75,0,6,10.107142857142858,1,80,71.26219512195122,1.725609756097561,0.024206654691643143,0,2,1,0.14285714285714285,1,0,0,0,0,0,0,0,20.0,0.027874564459930314,1,0,71.26219512195122,Stable(25~48)
Columbia,95310,38.085839,-120.37855,0,0,0,0,66,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),61.15,4017.45,0,5,10.191666666666666,2,198,59.96194029850746,0.9126865671641791,0.015217310156901294,0,3,0,0.0,1,0,0,0,0,0,0,0,22.0,0.04827031375703942,0,0,59.96194029850746,Loyal(49~)
Coulterville,95311,37.722127,-120.110174,1,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,854.9,0,1,10.125,1,84,19.88139534883721,0.47093023255813954,0.023659305993690854,0,0,0,0.0,0,0,0,0,0,0,0,0,21.0,0.0,1,0,19.88139534883721,Stable(25~48)
Cressey,95312,37.420273,-120.66527,0,1,0,0,66,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),63.85,4174.35,0,6,9.121428571428572,1,132,62.30373134328359,0.9529850746268657,0.015292131198582153,0,3,0,0.0,1,0,0,0,0,0,0,1,33.0,0.04626060138781805,1,0,62.30373134328359,Loyal(49~)
Crows Landing,95313,37.435664,-121.049056,1,0,0,0,49,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.7,4920.55,0,6,14.1,0,49,98.411,1.974,0.020054657577389237,1,1,2,0.2857142857142857,0,1,1,1,1,0,0,0,49.0,0.010030090270812437,2,1,98.411,Loyal(49~)
Denair,95316,37.524721,-120.757977,0,0,0,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,810.3,0,1,10.0,2,123,19.29285714285714,0.47619047619047616,0.02465179341797116,0,0,0,0.0,0,0,0,0,0,0,0,0,13.666666666666666,0.0,0,0,19.29285714285714,Stable(25~48)
El Nido,95317,37.127386,-120.506422,0,0,1,1,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,772.4,0,1,9.65,2,123,18.39047619047619,0.45952380952380956,0.02495474528057926,0,0,0,0.0,1,0,0,0,0,0,0,0,13.666666666666666,0.0,0,0,18.39047619047619,Stable(25~48)
El Portal,95318,37.654551,-119.822984,0,0,1,1,23,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,84.4,1936.85,0,5,14.066666666666668,0,23,80.70208333333333,3.516666666666667,0.043553422607528966,1,3,0,0.0,0,0,0,1,1,0,0,0,23.0,0.0351288056206089,2,0,80.70208333333333,Watch(13~24)
Escalon,95320,37.818543,-121.006907,1,0,0,0,3,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.1,79.8,0,1,12.55,0,3,19.95,6.275,0.3106435643564357,0,0,0,0.0,0,1,0,0,1,0,1,0,3.0,0.0,2,1,19.95,New(0~12)
Groveland,95321,37.902968,-119.667544,0,0,0,0,4,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,0,Mailed check,48.25,202.25,0,5,8.041666666666666,0,4,40.45,9.65,0.23739237392373924,0,3,1,0.16666666666666666,0,0,0,0,1,0,0,0,4.0,0.06091370558375635,2,0,40.45,New(0~12)
Gustine,95322,37.147198,-121.120161,0,0,1,1,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,1070.5,0,1,9.925,2,156,20.19811320754717,0.3745283018867925,0.018525431637890808,0,0,0,0.0,0,0,0,0,0,0,0,0,17.333333333333332,0.0,0,0,20.19811320754717,Loyal(49~)
Hilmar,95324,37.394536,-120.890747,0,0,0,0,11,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,94.2,999.9,0,6,13.457142857142857,0,11,83.325,7.8500000000000005,0.09411529623338995,1,3,1,0.14285714285714285,0,1,0,1,1,1,0,0,11.0,0.031512605042016806,2,1,83.325,New(0~12)
Hornitos,95325,37.479926,-120.230424,0,0,1,0,2,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,62.15,113.1,0,4,12.43,0,2,37.699999999999996,20.716666666666665,0.5446976336546889,0,1,1,0.2,0,0,0,0,1,0,1,0,2.0,0.015835312747426764,2,0,37.699999999999996,New(0~12)
Hughson,95326,37.5923,-120.853288,0,0,1,0,26,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),79.3,2015.8,0,4,15.86,0,26,74.65925925925926,2.937037037037037,0.039319714399047995,1,1,0,0.0,1,0,1,1,1,0,0,0,26.0,0.012453300124533002,2,0,74.65925925925926,Stable(25~48)
Jamestown,95327,37.84771,-120.486589,1,0,1,1,24,1,No,DSL,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),56.25,1454.25,0,4,11.25,1,48,58.17,2.25,0.03865315237931627,0,2,0,0.0,1,0,0,0,0,0,0,0,12.0,0.034934497816593885,1,0,58.17,Watch(13~24)
Keyes,95328,37.555631,-120.911653,0,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,246.7,0,1,10.15,0,12,18.976923076923075,1.5615384615384615,0.08195397658457812,0,0,0,0.0,0,0,0,0,1,0,0,0,12.0,0.0,2,0,18.976923076923075,New(0~12)
La Grange,95329,37.666587,-120.411517,1,1,1,0,60,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.0,6017.9,0,6,14.142857142857142,0,60,98.65409836065574,1.6229508196721312,0.016448188207147486,1,1,2,0.2857142857142857,0,1,0,1,1,0,1,0,60.0,0.01,2,1,98.65409836065574,Loyal(49~)
Lathrop,95330,37.80821,-121.308401,0,0,1,1,64,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,90.6,5817.45,0,9,9.059999999999999,2,192,89.49923076923076,1.3938461538461537,0.015571157266969725,0,4,2,0.2,0,0,0,0,0,0,0,0,21.333333333333332,0.04366812227074236,0,0,89.49923076923076,Loyal(49~)
Le Grand,95333,37.249377,-120.249581,1,0,1,0,66,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.9,5595.3,0,8,9.544444444444444,2,198,83.51194029850747,1.282089552238806,0.015349427300180477,0,4,2,0.2222222222222222,1,0,0,0,0,0,0,0,22.0,0.04602991944764096,0,0,83.51194029850747,Loyal(49~)
Livingston,95334,37.361987,-120.748394,0,0,0,0,60,1,Yes,Fiber optic,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),79.2,4765.0,0,4,15.84,1,120,78.11475409836065,1.298360655737705,0.016617708770457408,1,1,0,0.0,1,0,1,0,0,0,0,0,30.0,0.012468827930174562,1,0,78.11475409836065,Loyal(49~)
Long Barn,95335,38.109125,-120.078597,1,0,1,1,17,1,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,1,Bank transfer (automatic),70.35,1201.65,0,6,10.049999999999999,1,34,66.75833333333334,3.908333333333333,0.05849582172701949,0,2,1,0.14285714285714285,1,0,0,0,0,0,0,0,8.5,0.028030833917309043,1,0,66.75833333333334,Watch(13~24)
